model_id,provider,repo_name,canonical_model_key,family,base_hint,unaligned,is_packaged,packaging_detected,quant_detected,created_at,last_modified,license,downloads,likes
ZeroWw/Phi-3.5-mini-instruct_Uncensored-GGUF,ZeroWw,Phi-3.5-mini-instruct_Uncensored-GGUF,phi-3-5-mini-instruct-uncensored-k,none,none,True,,gguf,"q5_k,q6_k,q8_0",2024-08-22 13:56:30+00:00,2024-08-22 14:04:51+00:00,,42,1
iamraymondlow/gemma-2-27b-instructiontuned-uncensored-merged,iamraymondlow,gemma-2-27b-instructiontuned-uncensored-merged,model-00001-of-00004,model,model,True,,safetensors,4-bit,2024-11-23 21:58:17+00:00,2024-11-23 22:01:16+00:00,,42,
QuantFactory/llama3-8B-DarkIdol-2.2-Uncensored-1048K-GGUF,QuantFactory,llama3-8B-DarkIdol-2.2-Uncensored-1048K-GGUF,llama3-8b-darkidol-2-2-uncensored-1048k-k-l,none,none,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_0,q5_1,q5_k_m,q5_k_s,q6_k,q8_0",2024-07-02 06:54:51+00:00,2024-07-02 07:46:05+00:00,,41,1
thirdeyeai/SmolLM2-1.7B-Instruct-Uncensored.gguf,thirdeyeai,SmolLM2-1.7B-Instruct-Uncensored.gguf,smollm2-1-7b-tq2,none,none,True,,gguf,"q4_0,q8_0",2025-05-05 13:45:43+00:00,2025-05-05 16:45:23+00:00,,41,
minchyeom/MemGPT-DPO-uncensored-GGUF,minchyeom,MemGPT-DPO-uncensored-GGUF,memgpt-dpo-uncensored,none,none,True,,gguf,q8_0,2024-02-02 01:21:50+00:00,2024-02-17 22:43:20+00:00,,40,2
RichardErkhov/aifeifei798_-_llama3-8B-DarkIdol-2.3-Uncensored-32K-gguf,RichardErkhov,aifeifei798_-_llama3-8B-DarkIdol-2.3-Uncensored-32K-gguf,llama3-8b-darkidol-2-3-uncensored-32k-xs,none,none,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-08-05 05:58:34+00:00,2024-08-05 07:52:16+00:00,,40,1
RichardErkhov/aifeifei798_-_llama3-8B-DarkIdol-2.1-Uncensored-1048K-gguf,RichardErkhov,aifeifei798_-_llama3-8B-DarkIdol-2.1-Uncensored-1048K-gguf,llama3-8b-darkidol-2-1-uncensored-1048k-xs,none,none,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-08-22 08:27:33+00:00,2024-08-22 10:18:12+00:00,,38,
RichardErkhov/SicariusSicariiStuff_-_Phi-3.5-mini-instruct_Uncensored-gguf,RichardErkhov,SicariusSicariiStuff_-_Phi-3.5-mini-instruct_Uncensored-gguf,phi-3-5-mini-instruct-uncensored-xs,none,none,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-08-24 21:06:43+00:00,2024-08-24 22:01:57+00:00,,38,1
QuantFactory/llama3-8B-DarkIdol-2.1-Uncensored-1048K-GGUF,QuantFactory,llama3-8B-DarkIdol-2.1-Uncensored-1048K-GGUF,llama3-8b-darkidol-2-1-uncensored-1048k-k-l,none,none,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k_m,q4_k_s,q5_0,q5_1,q5_k_m,q5_k_s,q6_k,q8_0",2024-07-02 08:01:39+00:00,2024-07-02 08:54:37+00:00,,37,1
4bit/WizardLM-7B-uncensored-GPTQ,4bit,WizardLM-7B-uncensored-GPTQ,wizardlm-7b-uncensored-128g-compat-no-act-order,none,none,True,,safetensors,"4bit,gptq",2023-05-07 04:23:50+00:00,2023-05-07 04:26:36+00:00,,36,10
QuixiAI/WizardLM-Uncensored-Falcon-40b,QuixiAI,WizardLM-Uncensored-Falcon-40b,pytorch-model-00001-of-00009,none,none,True,,bin,,2023-06-03 06:16:04+00:00,2023-06-03 15:55:59+00:00,,36,95
RichardErkhov/aifeifei798_-_llama3-8B-DarkIdol-2.1-Uncensored-32K-gguf,RichardErkhov,aifeifei798_-_llama3-8B-DarkIdol-2.1-Uncensored-32K-gguf,llama3-8b-darkidol-2-1-uncensored-32k-xs,none,none,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-08-22 08:09:14+00:00,2024-08-22 10:04:37+00:00,,36,
koesn/Llama-3.1-8B-Lexi-Uncensored-GGUF,koesn,Llama-3.1-8B-Lexi-Uncensored-GGUF,llama-3-1-8b-lexi-uncensored-k,none,none,True,,gguf,"q2_k,q3_k,q4_0,q4_k,q5_k,q6_k,q8_0",2024-09-09 04:13:11+00:00,2024-09-09 10:13:00+00:00,,36,
TheBloke/WizardLM-Uncensored-Falcon-7B-GPTQ,TheBloke,WizardLM-Uncensored-Falcon-7B-GPTQ,model,none,none,True,,safetensors,"4-bit,gptq",2023-06-01 17:21:40+00:00,2023-08-21 10:28:42+00:00,,35,70
RichardErkhov/Rupesh2_-_Llama-3.1-8b-Uncensored-Dare-gguf,RichardErkhov,Rupesh2_-_Llama-3.1-8b-Uncensored-Dare-gguf,llama-3-1-8b-uncensored-dare-xs,none,none,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0",2024-08-03 23:41:52+00:00,2024-08-04 03:31:46+00:00,,35,
RichardErkhov/wesley7137_-_Mol-Llama-3.2-3B-Instruct-Uncensored-gguf,RichardErkhov,wesley7137_-_Mol-Llama-3.2-3B-Instruct-Uncensored-gguf,mol-llama-3-2-3b-instruct-uncensored-nl,model,model,True,,gguf,"iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-10-26 21:43:21+00:00,2024-10-26 22:58:44+00:00,,35,
TheBloke/Wizard-Vicuna-13B-Uncensored-SuperHOT-8K-fp16,TheBloke,Wizard-Vicuna-13B-Uncensored-SuperHOT-8K-fp16,pytorch-model-00001-of-00003,none,none,True,,bin,fp16,2023-06-27 03:55:57+00:00,2023-07-09 20:24:50+00:00,,33,17
roleplaiapp/Qwen2.5-7B-Instruct-Uncensored-f16-GGUF,roleplaiapp,Qwen2.5-7B-Instruct-Uncensored-f16-GGUF,qwen2-5-7b-instruct-uncensored-f16,none,none,True,,gguf,,2025-01-27 08:30:00+00:00,2025-01-27 08:32:01+00:00,,33,
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q3_K_S-GGUF,roleplaiapp,DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q3_K_S-GGUF,deepseek-r1-distill-qwen-32b-uncensored-k-s,none,none,True,,gguf,q3_k_s,2025-01-28 16:54:06+00:00,2025-01-28 16:55:45+00:00,,33,
Novaciano/Q5KM-Charcard-RP-1B_Uncensored-GGUF,Novaciano,Q5KM-Charcard-RP-1B_Uncensored-GGUF,q5km-charcard-rp-1b-uncensored,none,none,True,,gguf,"4-bit,imatrix",2025-02-05 07:48:38+00:00,2025-02-05 19:38:12+00:00,,33,1
Paolo16/LLama-3-8B-uncensored-4bit,Paolo16,LLama-3-8B-uncensored-4bit,llama-3-8b-unsloth,none,none,True,,"gguf,safetensors","4bit,q8_0",2024-04-28 02:12:56+00:00,2024-04-28 02:38:20+00:00,,31,1
Skorcht/LLAMA3-uncensored-gguf-8b,Skorcht,LLAMA3-uncensored-gguf-8b,llama3-uncensored-8b-unsloth,none,none,True,,gguf,q8_0,2024-05-29 00:34:45+00:00,2024-05-29 00:52:34+00:00,,31,2
aifeifei798/llama3-8B-DarkIdol-2.1-Uncensored-32K,aifeifei798,llama3-8B-DarkIdol-2.1-Uncensored-32K,model-00001-of-00004,none,none,True,,safetensors,,2024-06-26 14:18:29+00:00,2024-07-03 17:23:59+00:00,,31,6
aifeifei798/llama3-8B-DarkIdol-2.1-Uncensored-1048K,aifeifei798,llama3-8B-DarkIdol-2.1-Uncensored-1048K,model-00001-of-00004,none,none,True,,safetensors,,2024-06-27 11:54:57+00:00,2024-07-03 17:25:53+00:00,,31,11
RichardErkhov/Fredithefish_-_Guanaco-3B-Uncensored-gguf,RichardErkhov,Fredithefish_-_Guanaco-3B-Uncensored-gguf,guanaco-3b-uncensored-xs,none,none,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-07-30 15:45:09+00:00,2024-07-30 16:43:46+00:00,,31,
ZeroWw/phi3-uncensored-chat-GGUF,ZeroWw,phi3-uncensored-chat-GGUF,phi3-uncensored-chat-k,none,none,True,,gguf,"q5_k,q6_k,q8_0",2025-03-23 08:26:26+00:00,2025-03-23 08:34:05+00:00,,31,
braindao/gemma-3-4b-it-uncensored,braindao,gemma-3-4b-it-uncensored,model-00001-of-00002,model,model,True,,safetensors,,2025-04-09 16:32:58+00:00,2025-04-09 16:39:39+00:00,,31,2
QuixiAI/WizardLM-Uncensored-Falcon-7b,QuixiAI,WizardLM-Uncensored-Falcon-7b,pytorch-model-00001-of-00003,none,none,True,,bin,,2023-06-01 15:31:58+00:00,2024-01-30 20:55:01+00:00,,30,56
RichardErkhov/wesley7137_-_Mol-Llama-3.2-3B-Instruct-Uncensored-v2-gguf,RichardErkhov,wesley7137_-_Mol-Llama-3.2-3B-Instruct-Uncensored-v2-gguf,mol-llama-3-2-3b-instruct-uncensored-v2-xs,model,model,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-10-21 09:11:44+00:00,2024-10-21 09:41:37+00:00,,30,
RichardErkhov/ljlab_-_lexi_uncensored_train-gguf,RichardErkhov,ljlab_-_lexi_uncensored_train-gguf,lexi-uncensored-train-xs,model,model,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2025-05-19 11:49:05+00:00,2025-05-19 20:05:15+00:00,,30,
azale-ai/DukunLM-7B-V1.0-Uncensored-sharded,azale-ai,DukunLM-7B-V1.0-Uncensored-sharded,pytorch-model-00001-of-00014,none,none,True,,"bin,safetensors",,2023-08-13 03:56:17+00:00,2025-08-06 15:21:13+00:00,,29,2
RichardErkhov/ajibawa-2023_-_Uncensored-Jordan-13B-gguf,RichardErkhov,ajibawa-2023_-_Uncensored-Jordan-13B-gguf,uncensored-jordan-13b-xs,none,none,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_nl,iq4_xs,q2_k,q3_k,q3_k_l,q3_k_m,q3_k_s,q4_0,q4_1,q4_k,q4_k_m,q4_k_s,q5_0,q5_1,q5_k,q5_k_m,q5_k_s,q6_k,q8_0",2024-07-25 09:17:14+00:00,2024-07-25 14:07:14+00:00,,29,1
ScorpieCur/SmolLM2-1.7B-Instruct-Uncensored,ScorpieCur,SmolLM2-1.7B-Instruct-Uncensored,smollm2-1-7b-instruct,smollm2,['huggingfacetb/smollm2-1.7b-instruct'],True,,safetensors,,2025-07-19 17:08:35+00:00,2025-07-19 17:08:36+00:00,,29,1
TheBloke/WizardLM-Uncensored-Falcon-40B-GPTQ,TheBloke,WizardLM-Uncensored-Falcon-40B-GPTQ,model,none,none,True,,safetensors,"4-bit,gptq",2023-06-03 11:50:52+00:00,2023-08-21 10:19:30+00:00,,28,60
azale-ai/DukunLM-7B-V1.0-Uncensored,azale-ai,DukunLM-7B-V1.0-Uncensored,pytorch-model-00001-of-00003,none,none,True,,"bin,safetensors",,2023-08-13 03:55:26+00:00,2025-04-28 17:29:28+00:00,,28,6
azale-ai/DukunLM-13B-V1.0-Uncensored-sharded,azale-ai,DukunLM-13B-V1.0-Uncensored-sharded,pytorch-model-00001-of-00028,none,none,True,,"bin,safetensors",,2023-08-13 03:56:43+00:00,2025-06-02 04:59:14+00:00,,27,2
aifeifei798/llama3-8B-DarkIdol-2.2-Uncensored-1048K,aifeifei798,llama3-8B-DarkIdol-2.2-Uncensored-1048K,model-00001-of-00004,none,none,True,,safetensors,,2024-07-01 14:32:53+00:00,2024-07-02 00:11:05+00:00,,27,13
roleplaiapp/Qwen2.5-14B-DeepSeek-R1-1M-Uncensored-Q5_K_M-GGUF,roleplaiapp,Qwen2.5-14B-DeepSeek-R1-1M-Uncensored-Q5_K_M-GGUF,qwen2-5-14b-deepseek-r1-1m-uncensored-k-m,none,none,True,,gguf,q5_k_m,2025-01-29 13:02:23+00:00,2025-01-29 13:03:05+00:00,,27,
nferroukhi/WizardLM-Uncensored-Falcon-7b-sharded-bf16,nferroukhi,WizardLM-Uncensored-Falcon-7b-sharded-bf16,pytorch-model-00001-of-00008,none,none,True,,bin,bf16,2023-06-29 03:00:21+00:00,2023-06-29 22:03:23+00:00,,25,
QuixiAI/WizardLM-7B-V1.0-Uncensored,QuixiAI,WizardLM-7B-V1.0-Uncensored,pytorch-model-00001-of-00002,none,none,True,,bin,,2023-06-18 12:18:47+00:00,2023-06-18 12:34:31+00:00,,24,19
azale-ai/DukunLM-13B-V1.0-Uncensored,azale-ai,DukunLM-13B-V1.0-Uncensored,pytorch-model-00001-of-00006,none,none,True,,"bin,safetensors",,2023-08-13 03:55:48+00:00,2025-01-17 11:20:16+00:00,,24,6
s3nh/ehartford-WizardLM-1.0-Uncensored-Llama2-13b-GGUF,s3nh,ehartford-WizardLM-1.0-Uncensored-Llama2-13b-GGUF,ehartford-wizardlm-1-0-uncensored-llama2-13b-k-s,none,none,True,,gguf,"q2_k,q3_k_s,q4_k_m,q4_k_s,q5_k_s,q6_k,q8_0",2023-10-26 12:35:55+00:00,2023-10-27 10:35:42+00:00,,24,3
NexesQuants/DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-Q8_0-GGUF,NexesQuants,DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-Q8_0-GGUF,deepseek-v2-lite-chat-uncensored-unbiased,deepseek,nicoboss/deepseek-v2-lite-chat-uncensored-unbiased,True,,gguf,q8_0,2025-07-27 05:47:30+00:00,2025-07-27 05:48:26+00:00,,24,
NexesQuants/DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-Reasoner-Q8_0-GGUF,NexesQuants,DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-Reasoner-Q8_0-GGUF,deepseek-v2-lite-chat-uncensored-unbiased-reasoner,deepseek,nicoboss/deepseek-v2-lite-chat-uncensored-unbiased-reasoner,True,,gguf,q8_0,2025-07-27 05:53:07+00:00,2025-07-27 05:54:03+00:00,,24,
TheBloke/Wizard-Vicuna-7B-Uncensored-SuperHOT-8K-GPTQ,TheBloke,Wizard-Vicuna-7B-Uncensored-SuperHOT-8K-GPTQ,model,none,none,True,,safetensors,"4-bit,gptq",2023-07-06 22:21:20+00:00,2023-08-21 14:15:00+00:00,,23,16
QuixiAI/WizardLM-1.0-Uncensored-Llama2-13b,QuixiAI,WizardLM-1.0-Uncensored-Llama2-13b,pytorch-model-00001-of-00003,none,none,True,,bin,,2023-08-06 05:24:46+00:00,2024-03-04 16:02:56+00:00,,23,52
TheBloke/WizardLM-7B-V1-0-Uncensored-SuperHOT-8K-GPTQ,TheBloke,WizardLM-7B-V1-0-Uncensored-SuperHOT-8K-GPTQ,model,none,none,True,,safetensors,"4-bit,gptq",2023-07-06 22:34:52+00:00,2023-08-21 14:14:34+00:00,,22,16
uncensoredai/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B,uncensoredai,UncensoredLM-DeepSeek-R1-Distill-Qwen-14B,model-00001-of-00006,none,none,True,,safetensors,,2025-01-30 17:51:12+00:00,2025-02-02 02:20:56+00:00,,22,21
QuixiAI/WizardLM-13B-V1.0-Uncensored,QuixiAI,WizardLM-13B-V1.0-Uncensored,pytorch-model-00001-of-00003,none,none,True,,bin,,2023-06-20 06:03:53+00:00,2023-06-20 06:09:10+00:00,,21,16
roleplaiapp/DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Q4_K_S-GGUF,roleplaiapp,DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Q4_K_S-GGUF,deepseek-r1-distill-llama-70b-uncensored-v2-k-s,none,none,True,,gguf,"4-bit,q4_k_s",2025-01-31 08:06:42+00:00,2025-01-31 08:11:26+00:00,,21,
Panchovix/WizardLM-33B-V1.0-Uncensored-SuperHOT-8k-4bit-32g,Panchovix,WizardLM-33B-V1.0-Uncensored-SuperHOT-8k-4bit-32g,wizardlm-33b-v1-0-uncensored-superhot-8k,none,none,True,,"bin,safetensors",4bit,2023-06-26 04:45:45+00:00,2023-07-06 18:09:53+00:00,,20,5
roleplaiapp/Qwen2.5-14B-DeepSeek-R1-1M-Uncensored-Q6_K-GGUF,roleplaiapp,Qwen2.5-14B-DeepSeek-R1-1M-Uncensored-Q6_K-GGUF,qwen2-5-14b-deepseek-r1-1m-uncensored-k,none,none,True,,gguf,q6_k,2025-01-29 12:51:57+00:00,2025-01-29 12:52:47+00:00,,20,1
roleplaiapp/Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-gguf-Q8_0-GGUF,roleplaiapp,Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-gguf-Q8_0-GGUF,m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au,none,none,True,,gguf,"8-bit,q8_0",2025-02-01 07:54:41+00:00,2025-02-01 07:56:12+00:00,,20,
digitalpipelines/llama2_13b_chat_uncensored-GPTQ,digitalpipelines,llama2_13b_chat_uncensored-GPTQ,model-128g,none,none,True,,safetensors,"4bit,gptq",2023-08-20 14:44:29+00:00,2023-08-21 17:04:56+00:00,,19,4
YokaiKoibito/llama2_70b_chat_uncensored-GGUF,YokaiKoibito,llama2_70b_chat_uncensored-GGUF,llama2-70b-chat-uncensored-k-l,none,none,True,,gguf,"q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2023-09-05 17:55:28+00:00,2023-09-07 07:52:14+00:00,,19,4
roleplaiapp/Llama-3.2-3B-Instruct-uncensored-Q6_K-GGUF,roleplaiapp,Llama-3.2-3B-Instruct-uncensored-Q6_K-GGUF,llama-3-2-3b-instruct-uncensored-k,none,none,True,,gguf,q6_k,2025-01-27 06:43:25+00:00,2025-01-27 06:43:56+00:00,,19,
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q2_K-GGUF,roleplaiapp,DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q2_K-GGUF,deepseek-r1-distill-qwen-32b-uncensored-k,none,none,True,,gguf,q2_k,2025-01-28 14:18:26+00:00,2025-01-28 14:19:16+00:00,,19,
TheBloke/WizardLM-13B-V1-0-Uncensored-SuperHOT-8K-fp16,TheBloke,WizardLM-13B-V1-0-Uncensored-SuperHOT-8K-fp16,pytorch-model-00001-of-00003,none,none,True,,bin,fp16,2023-06-26 22:50:52+00:00,2023-07-02 20:34:47+00:00,,18,6
dyingc/Mistral-CatMacaroni-slerp-uncensored-7B.q8_0.gguf,dyingc,Mistral-CatMacaroni-slerp-uncensored-7B.q8_0.gguf,mistral-catmacaroni-slerp-uncensored-7b,none,none,True,,gguf,q8_0,2024-04-05 18:32:26+00:00,2024-04-05 19:18:01+00:00,,18,1
DavidAU/MPT-7b-WizardLM_Uncensored-Storywriter-Merge-Q4_K_M-GGUF,DavidAU,MPT-7b-WizardLM_Uncensored-Storywriter-Merge-Q4_K_M-GGUF,mpt-7b-wizardlm-uncensored-storywriter-merge-k-m,none,none,True,,gguf,q4_k_m,2024-04-12 02:43:06+00:00,2024-04-12 02:43:21+00:00,,18,2
SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored_FP8,SicariusSicariiStuff,Phi-3.5-mini-instruct_Uncensored_FP8,phi-3-5-mini-instruct-uncensored,phi,['sicariussicariistuff/phi-3.5-mini-instruct_uncensored'],True,,safetensors,,2024-09-12 19:02:41+00:00,2025-07-25 19:10:03+00:00,,18,
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q3_K_M-GGUF,roleplaiapp,DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q3_K_M-GGUF,deepseek-r1-distill-qwen-32b-uncensored-k-m,none,none,True,,gguf,q3_k_m,2025-01-28 16:52:56+00:00,2025-01-28 16:54:04+00:00,,18,
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q4_K_S-GGUF,roleplaiapp,DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q4_K_S-GGUF,deepseek-r1-distill-qwen-32b-uncensored-k-s,none,none,True,,gguf,"4-bit,q4_k_s",2025-01-29 02:29:09+00:00,2025-01-29 02:30:21+00:00,,18,
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q5_K_M-GGUF,roleplaiapp,DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q5_K_M-GGUF,deepseek-r1-distill-qwen-32b-uncensored-k-m,none,none,True,,gguf,q5_k_m,2025-01-29 02:41:50+00:00,2025-01-29 02:44:35+00:00,,18,
s3nh/ajibawa-2023-Uncensored-Jordan-13B-GGUF,s3nh,ajibawa-2023-Uncensored-Jordan-13B-GGUF,ajibawa-2023-uncensored-jordan-13b-k-s,none,none,True,,gguf,"q2_k,q3_k_s,q4_k_m,q4_k_s,q5_k_s,q6_k,q8_0",2023-10-30 21:31:28+00:00,2023-10-30 22:27:00+00:00,,17,2
DevsDoCode/LLama-3-8b-Uncensored-Q5_0-GGUF,DevsDoCode,LLama-3-8b-Uncensored-Q5_0-GGUF,llama-3-8b-uncensored,none,none,True,,gguf,q5_0,2024-05-06 11:30:52+00:00,2024-05-06 11:33:02+00:00,,17,2
ModelsLab/Llama-3-uncensored-Dare-1,ModelsLab,Llama-3-uncensored-Dare-1,model-00001-of-00017,none,none,True,,safetensors,,2024-06-27 20:21:46+00:00,2024-06-27 20:24:24+00:00,,17,1
roleplaiapp/DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Q3_K_L-GGUF,roleplaiapp,DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Q3_K_L-GGUF,deepseek-r1-distill-llama-70b-uncensored-v2-k-l,none,none,True,,gguf,q3_k_l,2025-01-31 07:51:34+00:00,2025-01-31 07:55:01+00:00,,17,
sharpbai/Wizard-Vicuna-13B-Uncensored-HF-onnx,sharpbai,Wizard-Vicuna-13B-Uncensored-HF-onnx,decoder-model-merged,none,none,True,,onnx,,2023-06-30 17:12:59+00:00,2023-07-01 04:40:39+00:00,,16,2
TheBloke/Wizard-Vicuna-7B-Uncensored-SuperHOT-8K-fp16,TheBloke,Wizard-Vicuna-7B-Uncensored-SuperHOT-8K-fp16,pytorch-model-00001-of-00002,none,none,True,,bin,fp16,2023-07-06 18:34:29+00:00,2023-07-07 12:00:44+00:00,,16,3
heegyu/WizardVicuna-Uncensored-pythia-160m-deduped,heegyu,WizardVicuna-Uncensored-pythia-160m-deduped,pytorch-model,none,none,True,,bin,,2023-08-07 03:43:30+00:00,2023-08-07 03:47:40+00:00,,16,
roleplaiapp/Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-gguf-IQ4_XS-GGUF,roleplaiapp,Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-gguf-IQ4_XS-GGUF,m-moe-4x7b-dark-multiverse-uc-e32-24b-d-au-xs,none,none,True,,gguf,"iq4,iq4_xs",2025-02-01 08:16:06+00:00,2025-02-01 08:16:54+00:00,,16,
4bit/WizardLM-13B-Uncensored-4bit-128g,4bit,WizardLM-13B-Uncensored-4bit-128g,training-args,none,none,True,,"bin,safetensors",4bit,2023-05-11 05:57:43+00:00,2023-05-11 05:59:52+00:00,,15,34
rnosov/WizardLM-Uncensored-Falcon-7b-sharded,rnosov,WizardLM-Uncensored-Falcon-7b-sharded,pytorch-model-00001-of-00015,none,none,True,,bin,,2023-06-01 18:37:05+00:00,2023-06-01 18:52:51+00:00,,15,1
Ichigo2899/WizardLM-13B-V1-0-Uncensored-SuperHOT-8K-TGI,Ichigo2899,WizardLM-13B-V1-0-Uncensored-SuperHOT-8K-TGI,model,none,none,True,,safetensors,,2023-07-09 03:34:19+00:00,2023-07-09 03:38:35+00:00,,15,
CONCISE/LLaMa_V2-13B-Instruct-Uncensored-GGML,CONCISE,LLaMa_V2-13B-Instruct-Uncensored-GGML,llama-v2-13b-instruct-uncensored-f16-unquantized-ggml,none,none,True,,bin,"q4_0,q4_1,q5_0",2023-08-11 08:38:49+00:00,2023-08-17 10:57:16+00:00,,15,5
digitalpipelines/llama2_7b_chat_uncensored,digitalpipelines,llama2_7b_chat_uncensored,pytorch-model-00001-of-00003,none,none,True,,bin,,2023-08-17 14:16:51+00:00,2023-08-18 20:34:18+00:00,,15,2
roleplaiapp/Qwen2.5-7B-Instruct-Uncensored-Q4_K_S-GGUF,roleplaiapp,Qwen2.5-7B-Instruct-Uncensored-Q4_K_S-GGUF,qwen2-5-7b-instruct-uncensored-k-s,none,none,True,,gguf,"4-bit,q4_k_s",2025-01-27 07:02:24+00:00,2025-01-27 07:03:13+00:00,,15,
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,braindao,DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,model-00001-of-00006,model,model,True,,safetensors,,2025-02-27 01:29:34+00:00,2025-02-27 01:39:19+00:00,,15,
braindao/Qwen3-14B-Uncensored-experimental-v05,braindao,Qwen3-14B-Uncensored-experimental-v05,model-00001-of-00006,model,model,True,,safetensors,,2025-05-20 16:06:11+00:00,2025-05-20 16:13:57+00:00,,15,
TehVenom/MPT-7b-WizardLM_Uncensored-Storywriter-Merge,TehVenom,MPT-7b-WizardLM_Uncensored-Storywriter-Merge,pytorch-model-00001-of-00007,none,none,True,,bin,,2023-05-11 13:42:58+00:00,2023-05-12 02:44:54+00:00,,14,25
TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-SuperHOT-8K-fp16,TheBloke,WizardLM-Uncensored-SuperCOT-StoryTelling-30B-SuperHOT-8K-fp16,pytorch-model-00001-of-00007,none,none,True,,bin,fp16,2023-06-28 21:05:04+00:00,2023-07-02 19:54:38+00:00,,14,8
