canonical_model_key,packaging,repos,downloads
meta-llama-3-1-8b-instruct-abliterated-sabresooth,gguf,2,233
meta-llama-3-1-8b-instruct-abliterated-xs,gguf,2,43
meta-llama-3-1-8b-instruct-bnb,pt,2,0
meta-llama-3-1-8b-instruct-bnb,safetensors,1,8
meta-llama-3-1-8b-instruct-goose-abliterated,safetensors,1,4
meta-llama-3-1-8b-instruct-unsloth-bnb,pt,2,0
meta-llama-3-1-8b-unsloth-bnb,safetensors,1,9
meta-llama-3-1-chat-uncensored,gguf,3,296
meta-llama-3-1-chat-uncensored-xs,gguf,1,70
meta-llama-3-70b-instruct-abliterated-v3-5,gguf,5,1807
meta-llama-3-70b-instruct-abliterated-v3-5-00001-of-00006,gguf,1,158
meta-llama-3-8b-instruct,bin,1,22
meta-llama-3-8b-instruct,pt,2,0
meta-llama-3-8b-instruct,safetensors,4,40
meta-llama-3-8b-instruct-abliterated,gguf,3,10576
meta-llama-3-8b-instruct-abliterated-v3,gguf,9,2428
meta-llama-3-8b-instruct-abliterated-v3,pt,9,26
meta-llama-3-8b-instruct-abliterated-v3,safetensors,2,14
meta-llama-3-8b-instruct-abliterated-v3-xs,gguf,1,294
meta-llama-3-8b-instruct-abliterated-v3-xxs,gguf,1,64
meta-llama-3-8b-instruct-abliterated-xs,gguf,1,42
meta-llama-3-8b-instruct-jailbroken,gguf,1,174
mfann-abliterated-phi2-merge-unretrained,gguf,1,50
mfann-llama3-1-abliterated-slerp,gguf,4,517
mfann-llama3-1-abliterated-slerp-ties,gguf,10,486
mfann-llama3-1-abliterated-slerp-ties-v2,gguf,7,122
mfann-llama3-1-abliterated-slerp-ties-v3,gguf,8,397
mfann-llama3-1-abliterated-slerp-ties-v3,safetensors,1,1
mfann-llama3-1-abliterated-slerp-v3,gguf,2,383
mfann-llama3-1-abliterated-slerp-v3,safetensors,1,9
mfann-llama3-1-abliterated-slerp-v3-1,gguf,10,1324
mfann-llama3-1-abliterated-slerp-v3-2,gguf,2,228
mfann-llama3-1-abliterated-slerp-v4,gguf,2,453
mfann-llama3-1-abliterated-slerp-v5,gguf,2,385
mfann-llama3-1-abliterated-slerp-v5,safetensors,1,1
mfann-llama3-1-abliterated-v2,gguf,3,397
mia-1b,pt,1,20
microsoft-phi-2-trained-abliterated-qa-1960-all-modules-merged,gguf,2,155
microsoft-phi-2-trained-abliterated-qa-1960-all-modules-merged,safetensors,1,4
microsoft-phi-3-5-mini-trained-abliterated-qa-1960-all-modules-merged,safetensors,1,2
microsoft-phi-3-5-mini-trained-abliterated-qa-200-all-modules-merged,safetensors,1,1
milla-freedomplanet-rvcv2-560epoch,none,1,0
mimo-7b-rl-0530,safetensors,1,4
mimo-7b-sft,safetensors,1,0
mindlink-72b-0801-abliterated,gguf,2,21798
minimedra-0-6b-abliterated,gguf,2,223
ministral-3b-instruct-uncensored,gguf,1,262
ministral-3b-instruct-uncensoredcontinuedfine,gguf,1,158
mistral-7b,bin,1,0
mistral-7b-grok,safetensors,1,5
mistral-7b-instruct-v0-1,bin,1,1
mistral-7b-instruct-v0-2,bin,2,5
mistral-7b-instruct-v0-3,bin,1,4
mistral-7b-instruct-v0-3,safetensors,3,1286
mistral-7b-instruct-v0-3-abliterated,gguf,5,1575
mistral-7b-openorca,gguf,3,125
mistral-7b-roleplay-alpaca-merge,gguf,2,142
mistral-7b-roleplay-alpaca-merge-xs,gguf,1,1
mistral-7b-ta-lr5e-5-epoch1-safe0-5-unsafe0-1-xs,gguf,1,3
mistral-7b-uncensored,gguf,6,1748
mistral-7b-uncensored,pt,1,168
mistral-7b-v0-1,bin,3,6
mistral-7b-v0-3,gguf,1,96
mistral-7b-v0-3-chinese-chat,gguf,1,625
mistral-7b-v0-3-chinese-chat-uncensored,gguf,1,80
mistral-catmacaroni-slerp-uncensored-7b,gguf,3,200
mistral-catmacaroni-slerp-uncensored-7b-xxs,gguf,1,254
mistral-dpo-uncensored,gguf,1,163
mistral-moe-4x7b-dark-multiverse-uncensored-enhanced32-24b,gguf,4,6075
mistral-moe-4x7b-dark-multiverse-uncensored-enhanced32-24b,safetensors,1,242
mistral-nemo-abliterated-nemo-pro-v2,gguf,3,445
mistral-nemo-base-2407,bin,1,189
mistral-nemo-instruct-2407,pt,3,13
mistral-nemo-instruct-2407-abliterated,gguf,13,937
mistral-nemo-instruct-2407-abliterated,safetensors,2,180
mistral-nemo-instruct-2407-abliterated-k-l,gguf,1,240
mistral-small-24b-base-2501,pt,1,66
mistral-small-24b-instruct-2501,pt,2,251
mistral-small-24b-instruct-2501-abliterated,gguf,16,6531
mistral-small-24b-instruct-2501-abliterated,pt,4,150
mistral-small-24b-instruct-2501-abliterated,safetensors,2,15
mistral-small-24b-instruct-unalign,gguf,3,97
mistral-small-24b-roleplay,gguf,2,150
mistral-small-24b-roleplay-v1,none,1,0
mistral-small-24b-roleplay-v2,gguf,2,162
mistral-small-24b-roleplay-v3,gguf,2,159
mistral-small-3-2-24b-instruct-2506,pt,2,261
mistral-small-instruct-2409,pt,1,10017
mistral-small-instruct-2409,safetensors,2,44
mistral-small-instruct-2409-abliterated,gguf,11,1140
mistral-small-instruct-2409-abliterated,safetensors,3,251
mistral-small-instruct-2409-abliterated-k-m,gguf,1,14
mixtral-8x7b-instruct-v0-1,pt,1,2
mlabonne-gemma-3-27b-it-abliterated-00001-of-00002,gguf,1,60
mnlp-m3-dpo-model-code-stem-pairs-no-filter,none,1,0
mnlp-m3-dpo-model-no-filter,none,1,0
mobius-r5-chat-role-play-multiturn-12b-128k-v3-3,pt,1,0
model,bin,3,23
model,onnx,1,0
model,pt,29,2534
model,safetensors,95,4094
model-00001-of-00002,bin,4,25
model-00001-of-00002,gguf,1,55
model-00001-of-00002,pt,6,861
model-00001-of-00002,safetensors,110,13448
model-00001-of-00003,bin,1,3
model-00001-of-00003,gguf,1,21065
model-00001-of-00003,pt,12,397
model-00001-of-00003,safetensors,41,2965
model-00001-of-00004,bin,6,976
model-00001-of-00004,gguf,1,50
model-00001-of-00004,pt,7,5256
model-00001-of-00004,safetensors,218,68652
model-00001-of-00005,bin,1,51
model-00001-of-00005,pt,2,250
model-00001-of-00005,safetensors,19,4525
model-00001-of-00006,pt,4,83
model-00001-of-00006,safetensors,68,12440
model-00001-of-00007,bin,6,27
model-00001-of-00007,safetensors,18,92
model-00001-of-00008,safetensors,9,1684
model-00001-of-00009,pt,2,1640
model-00001-of-00009,safetensors,20,9232
model-00001-of-00010,safetensors,16,51
model-00001-of-00011,pt,3,23
model-00001-of-00012,pt,1,4
model-00001-of-00012,safetensors,76,1204
model-00001-of-00013,gguf,1,1001
model-00001-of-00013,safetensors,10,45
model-00001-of-00014,pt,2,4475
model-00001-of-00014,safetensors,26,232
model-00001-of-00015,pt,1,38
model-00001-of-00015,safetensors,4,938
model-00001-of-00016,safetensors,1,3
model-00001-of-00017,safetensors,9,2171
model-00001-of-00019,safetensors,1,8
model-00001-of-00021,safetensors,4,11
model-00001-of-00022,safetensors,1,6
model-00001-of-00025,safetensors,1,22
model-00001-of-00028,safetensors,1,7
model-00001-of-00030,pt,3,10985
model-00001-of-00030,safetensors,9,21378
model-00001-of-00031,pt,1,5
model-00001-of-00031,safetensors,2,68
model-00001-of-00059,safetensors,1,1268
model-128g,bin,4,34
model-128g,pt,7,72
model-k-m,gguf,1,4686
model-quantized,onnx,2,6
models-dsp-weights-24khz-1-5kbps-v1,pt,1,0
mol-llama-3-2-3b-instruct-uncensored,gguf,1,1608
mol-llama-3-2-3b-instruct-uncensored-nl,gguf,1,35
mol-llama-3-2-3b-instruct-uncensored-v2,gguf,1,1586
mol-llama-3-2-3b-instruct-uncensored-v2-xs,gguf,1,30
monah-8b-uncensored,gguf,3,261
monah-8b-uncensored,pt,3,17
monah-8b-uncensored,safetensors,1,6
moonlight-16b-a3b-instruct,safetensors,1,8
moonlight-16b-a3b-instruct-abliterated,safetensors,1,8
motherearth-hermes-climatestorm-sauerkraut-abliterated,gguf,2,609
motherearth-hermes-storm-climate-sauerkraut-abliterated,gguf,3,190
movies-reviews,none,1,0
mpt-7b-wizardlm-uncensored-storywriter-merge,gguf,1,324
mpt-7b-wizardlm-uncensored-storywriter-merge-k,gguf,1,533
mpt-7b-wizardlm-uncensored-storywriter-merge-k-m,gguf,1,18
mrroboto-prolongbase-pt7-unaligned-8b,pt,1,3
mt5-large,bin,1,3
mtuoc-aina-alignment-model-ca-de,none,1,0
mymodelkek,safetensors,1,3
myselfrew-llama3-self-gen-n40-filter-2e6-bz128-no-packing-plus-train-on-correct-2epoch,gguf,1,0
nai,safetensors,1,0
negative-abliterated-base-v3-llama-3-3-70b,gguf,2,255
negative-abliterated-base-v3-llama-3-3-70b,safetensors,1,3
negative-llama-70b,safetensors,2,8
nemo-roleplay-ptbr-new,gguf,2,603
nemoguard-jailbreakdetect,none,1,12
neox-ckpt-deep-ignorance-pretraining-stage-unfiltered,pt,1,0
neox-ckpt-deep-ignorance-unfiltered,pt,1,0
neuraldaredevil-8b-abliterated,bin,2,19
neuraldaredevil-8b-abliterated,gguf,16,8866
neuraldaredevil-8b-abliterated,pt,1,0
neuraldaredevil-8b-abliterated,safetensors,10,145
neuraldaredevil-8b-abliterated-k,gguf,1,103
neuraldaredevil-8b-abliterated-k-l,gguf,1,41
neuraldaredevil-8b-abliterated-m,gguf,1,132
neuraldaredevil-8b-abliterated-x-llama-3-8b-instruct,gguf,2,288
neuraldaredevil-8b-abliterated-x-orpollama-3-8b,gguf,2,295
neuraldaredevil-8b-abliterated-x2,gguf,2,391
neuraldaredevil-8b-abliterated-xs,gguf,1,25
neuraldaredevil-8b-abliterated-xxs,gguf,1,803
neuraldaredevil-supernova-lite-7b-dareties-abliterated,gguf,3,450
neuraldarkdevil-8b-abliterated,gguf,2,83
neuralllama-3-8b-instruct-abliterated,gguf,7,1177
neuralllama-3-8b-instruct-abliterated,pt,7,23
neuralllama-3-8b-instruct-abliterated,safetensors,3,23
neuralqwen-2-5-1-5b-spanish,safetensors,1,6
nexus-ikm-roleplay-storywriter-hermes-2-pro-7b,gguf,3,533
nexus-ikm-roleplay-storywriter-hermes-2-pro-7b,safetensors,1,8
nidum-gemma-2b-uncensored,gguf,2,618
nidum-gemma-3-27b-it-uncensored,gguf,2,3535
nidum-gemma-3-4b-f16,gguf,1,1423
nidum-gemma-3-4b-it-uncensored,gguf,2,1017
nidum-llama-3-2-3b-uncensored,gguf,5,521
nidum-llama-3-2-3b-uncensored,pt,2,0
nl-llama-3-70b-instruct-abliterated-nl-00001-of-00002,gguf,1,14
nl-llama-3-70b-instruct-uncensored-nl-00001-of-00002,gguf,1,48
nl-llama-3-70b-uncensored-nl-00001-of-00002,gguf,1,127
nl-meta-llama-3-70b-instruct-abliterated-v3-5-nl-00001-of-00002,gguf,1,16
noromaid-7b-v0-2,none,1,0
nqlsg-qwen2-5-14b-megafusion-v5-reasoning,safetensors,2,9
nqlsg-qwen2-5-14b-megafusion-v5-roleplay,gguf,2,239
nqlsg-qwen2-5-14b-megafusion-v5-roleplay-duplicate,gguf,2,1251
nsfw-flash-k-m,gguf,1,3941
nvila-lite-2b,pt,1,24
nyx-roleplay-7b,gguf,2,270
openai-20b-neo-codeplus16-uncensored-nl,gguf,1,69
openai-gpt-0ss-20b-abl-dgn,gguf,1,254
openbuddy-r10528distillqwen-72b-preview3-abliterated,gguf,2,24756
opencoder-8b-instruct,safetensors,1,7
opencoder-8b-instruct-abliterated,gguf,3,712
openerotica-occult-roleplay-mixtral-4x7b-k,gguf,1,146
openhands-lm-32b-v0-1,safetensors,1,5
openhands-lm-32b-v0-1-abliterated,gguf,11,328
openhermes-7b-dpo,safetensors,1,11
openllama-7b,bin,1,60
openpangu-ultra-moe-718b,none,1,0
openthinker-32b,safetensors,1,4
openthinker-32b-abliterated,gguf,11,406
openthinker-7b,safetensors,2,8
openthinker-7b-abliterated,gguf,9,442
openthinker-7b-uncensored-delmat,gguf,2,678
openthinker2-32b,bin,1,3
openthinker2-32b,pt,1,0
openthinker2-32b-uncensored,gguf,3,635
openvino-model,bin,3,11
orca-2-13b,bin,1,6
orca-2-13b-abliterated,gguf,1,123
orca-2-13b-alpaca-uncensored,gguf,2,519
orca-2-13b-f16,safetensors,1,2
orca-mini-v9-6-1b-instruct,safetensors,1,5
orenguteng-llama-3-8b-lexi-uncensored-hqq-1bit-smashed,pt,1,11
orenguteng-llama-3-8b-lexi-uncensored-hqq-smashed,pt,1,8
orenguteng-llama-3-8b-lexi-uncensored-smashed,safetensors,1,11
original-repo-name,pt,14,48
original-repo-name,safetensors,5,14
orpollama-3-8b,safetensors,1,7
osttopstapp-pdf-unlock-application,none,1,0
output,bin,1,9
output,safetensors,4,20
output-00001-of-00002,bin,1,2
output-00001-of-00002,safetensors,4,22
output-00001-of-00003,safetensors,2,15
peach-2-0-9b-8k-roleplay,gguf,5,819
peach-2-0-9b-8k-roleplay,safetensors,1,33
peach-2-0-9b-8k-roleplay-k-l,gguf,1,1966
peach-9b-8k-roleplay,gguf,8,1780
peach-9b-8k-roleplay,pt,7,20
peach-9b-8k-roleplay,safetensors,3,7
peach-9b-8k-roleplay-k-l,gguf,1,448
peach-9b-8k-roleplay-xs,gguf,2,85
phi-2,bin,27,38
phi-2-role-play,none,1,0
phi-2-sft-hh-rlhf,bin,3,8
phi-2-uncensored,gguf,1,654
phi-3-1-abliterated,gguf,5,193
phi-3-1-qlora-blend-dpo-abliterated,gguf,2,142
phi-3-5-mini-instruct-bnb,gguf,1,165
phi-3-5-mini-instruct-uncensored,gguf,13,3987
phi-3-5-mini-instruct-uncensored,safetensors,7,41
phi-3-5-mini-instruct-uncensored-0-4-4,gguf,1,89
phi-3-5-mini-instruct-uncensored-0-4-8,gguf,1,46
phi-3-5-mini-instruct-uncensored-k,gguf,1,42
phi-3-5-mini-instruct-uncensored-silly,gguf,1,3
phi-3-5-mini-instruct-uncensored-xs,gguf,1,38
phi-3-medium-4k-instruct-abliterated,gguf,2,206
phi-3-medium-4k-instruct-abliterated-v3,gguf,5,848
phi-3-medium-4k-instruct-abliterated-v3,safetensors,1,2
phi-3-medium-4k-instruct-abliterated-v3-k-l,gguf,1,14
phi-3-mini-128k-instruct,bin,1,2
phi-3-mini-128k-instruct,safetensors,1,4
phi-3-mini-128k-instruct-abliterated-v3,gguf,7,718
phi-3-mini-128k-instruct-abliterated-v3,pt,7,35
phi-3-mini-128k-instruct-abliterated-v3,safetensors,1,6
phi-3-mini-128k-instruct-abliterated-v3-f16,gguf,1,200
phi-3-mini-128k-instruct-abliterated-v3-k,gguf,1,27
phi-3-mini-128k-instruct-abliterated-v3-k-l,gguf,1,144
phi-3-mini-128k-instruct-abliterated-v3-xs,gguf,1,52
phi-3-mini-4k-geminified,gguf,1,443
phi-3-mini-4k-instruct,gguf,1,156
phi-3-mini-4k-instruct,none,1,0
phi-3-mini-4k-instruct,pt,2,28
phi-3-mini-4k-instruct,safetensors,2,8855
phi-3-mini-4k-instruct-bnb,pt,3,1
phi-3-mini-4k-instruct-unfiltered,none,1,0
phi-4,safetensors,2,80
phi-4-abliterated,gguf,17,2153
phi-4-abliterated,none,1,0
phi-4-abliterated,pt,1,0
phi-4-abliterated,safetensors,8,143
phi-4-abliterated-orion-18b,gguf,4,1336
phi-4-abliteratedrp,gguf,2,1213
phi-4-empathetic-abliterated,gguf,1,1
phi-4-mini-instruct,pt,2,38
phi-4-mini-instruct,safetensors,2,16
phi-4-mini-instruct-abliterated,gguf,13,2173
phi-4-mini-instruct-abliterated-xxs-imat,gguf,1,152
phi-4-mini-reasoning,safetensors,1,0
phi-4-mini-reasoning-abliterated,gguf,8,132
phi-4-multimodal-instruct,pt,1,76
phi-4-rp-lora-model,safetensors,1,3
phi-4-unsloth-bnb,bin,1,4
phi2-dpo-hh-rlhf-filtered-epoch1-noise0-epoch1-gamma2,bin,1,2
phi3-5-mini-exp-825-uncensored,gguf,1,49
phi3-uncensored-chat-k,gguf,1,31
phi4-abliterated,gguf,8,1431
phi4-ad-freedom,gguf,1,5
pixtral-12b-2409,pt,1,16
pollwoll-epoch-5,safetensors,1,0
ppl-combined-unsafe-q1-qwen2-5-14b-instruct-4ep,bin,1,0
ppo-minigrid-unlock-v0-pytorch-variables,pt,1,4
praxis-1024,none,1,0
praxis-16384,none,1,0
praxis-2048,none,1,0
praxis-32768,none,1,0
praxis-4096,none,1,0
praxis-65536,none,1,0
praxis-8192,none,1,0
prm-data-unfiltered-v1,none,1,0
procyon-mot-4b-abliterated,gguf,2,133
prompt-classification-bert,bin,1,4
prox-llama-3-8b-abliterated,gguf,2,764
prox-llama-3-8b-abliterated-k-l,gguf,1,26
prox-llama-3-8b-abliterated-orpo,gguf,2,648
pythia-14m,bin,1,3
pythia-1b,bin,2,2
pythia-1b,gguf,1,228
pythia-6-9b-deduped,bin,1,18
pythia-6-9b-deduped,none,2,0
pythia-delphi-suboptimal-roleplay,pt,1,0
pytorch-model,bin,48,22998
pytorch-model-00000,bin,67,142
pytorch-model-00001-of-00002,bin,25,17130
pytorch-model-00001-of-00003,bin,25,9535
pytorch-model-00001-of-00004,bin,14,3587
pytorch-model-00001-of-00005,bin,1,1825
pytorch-model-00001-of-00006,bin,9,3805
pytorch-model-00001-of-00007,bin,15,8966
pytorch-model-00001-of-00008,bin,4,3498
pytorch-model-00001-of-00009,bin,2,40
pytorch-model-00001-of-00011,bin,1,1920
pytorch-model-00001-of-00012,bin,1,1669
pytorch-model-00001-of-00013,bin,1,11
pytorch-model-00001-of-00014,bin,3,2099
pytorch-model-00001-of-00015,bin,3,30
pytorch-model-00001-of-00016,bin,1,3
pytorch-model-00001-of-00017,bin,2,4504
pytorch-model-00001-of-00021,bin,3,9
pytorch-model-00001-of-00028,bin,1,27
pytorch-model-00001-of-00029,bin,1,2060
pytorch-model-00001-of-00082,bin,2,1574
q-frozenlake-v1-4x4-noslippery,none,1,0
q5km-charcard-rp-1b-uncensored,gguf,1,33
qqwen-32b-rl-reasoning-abliterated,gguf,2,480
qrwkv6-32b-instruct-preview-v0-1,safetensors,1,4
qrwkv6-32b-instruct-preview-v0-1-abliterated,gguf,2,301
qvq-72b-preview,safetensors,2,18
qvq-72b-preview-abliterated,gguf,2,395
qvq-72b-preview-abliterated,pt,2,10
qwen-image,safetensors,2,335
qwen-test,safetensors,1,17
qwen-uncensored-v2,gguf,2,464
qwen-uncensored-v2-xs,gguf,1,215
qwen-unsafe-mix3,none,1,0
qwen1-5-72b-chat-abliterated,gguf,2,21978
qwen1-5-7b-chat,bin,6,15
qwen1-5-7b-chat,safetensors,1,29
qwen1-5-7b-chat-genshin-impact-sharegpt,gguf,1,45
qwen2-0-5b,pt,2,34
qwen2-0-5b-bnb,bin,1,14
qwen2-0-5b-bnb,gguf,1,135
qwen2-0-5b-bnb,safetensors,1,8
qwen2-0-5b-instruct-abliterated,gguf,2,92
qwen2-1-5b,pt,1,21
qwen2-1-5b-instruct-abliterated,gguf,4,190
qwen2-1-5b-instruct-abliterated,safetensors,1,6
qwen2-1-5b-instruct-abliterated-v1,gguf,2,148
qwen2-1-5b-instruct-abliterated-xs,gguf,1,311
qwen2-5-0-5b,gguf,2,13
qwen2-5-0-5b-abliterated,gguf,2,143
qwen2-5-0-5b-instruct,bin,5,512
qwen2-5-0-5b-instruct,safetensors,8,176
qwen2-5-0-5b-instruct-abliterated,gguf,10,425
qwen2-5-0-5b-instruct-abliterated,safetensors,2,988
qwen2-5-0-5b-instruct-abliterated-sft,gguf,2,338
qwen2-5-0-5b-instruct-abliterated-v2,gguf,2,106
qwen2-5-0-5b-instruct-abliterated-v3,gguf,4,474
qwen2-5-0-5b-instruct-math-training-sdft-response-qwen2-5-0-5b-no-filtering-xs,gguf,1,82
qwen2-5-0-5b-instruct-uncensored,gguf,9,424
qwen2-5-1-5b,safetensors,5,1187
qwen2-5-1-5b-base-abliterated,gguf,2,95
qwen2-5-1-5b-extended-refusal-0-18-abliterated,gguf,1,38
qwen2-5-1-5b-extended-refusal-2-0-abliterated,gguf,2,118
qwen2-5-1-5b-instruct,bin,2,9
qwen2-5-1-5b-instruct,pt,1,0
qwen2-5-1-5b-instruct,safetensors,1,1080
qwen2-5-1-5b-instruct-abliterated,bin,1,7
qwen2-5-1-5b-instruct-abliterated,gguf,8,407
qwen2-5-1-5b-instruct-abliterated,safetensors,2,24
qwen2-5-1-5b-instruct-abliterated-sft,gguf,10,406
qwen2-5-1-5b-instruct-math-training-sdft-response-qwen2-5-1-5b-no-filtering-xs,gguf,1,13
qwen2-5-1-5b-instruct-uncensored,gguf,9,440
qwen2-5-1-5b-instruct-unsloth-bnb,safetensors,1,9
qwen2-5-1-5b-tq2,gguf,1,53
qwen2-5-1-5b-uncensored-neurotic-spanish,gguf,4,3576
qwen2-5-14b,bin,1,20
qwen2-5-14b,pt,2,0
qwen2-5-14b-deepseek-r1-1m-uncensored,gguf,3,906
qwen2-5-14b-deepseek-r1-1m-uncensored,safetensors,2,250
qwen2-5-14b-deepseek-r1-1m-uncensored-k,gguf,2,24
qwen2-5-14b-deepseek-r1-1m-uncensored-k-l,gguf,1,6
qwen2-5-14b-deepseek-r1-1m-uncensored-k-m,gguf,3,46
qwen2-5-14b-deepseek-r1-1m-uncensored-k-s,gguf,2,16
qwen2-5-14b-deepseek-r1-1m-uncensored-xs,gguf,1,9
qwen2-5-14b-deepsex-abliterated-h-corpus-xs,gguf,1,774
qwen2-5-14b-instruct,bin,3,11
qwen2-5-14b-instruct,safetensors,7,5591
qwen2-5-14b-instruct-1m,safetensors,7,1163
qwen2-5-14b-instruct-1m-abliterated,gguf,12,1479
qwen2-5-14b-instruct-1m-abliterated,safetensors,2,19
qwen2-5-14b-instruct-1m-unalign,gguf,2,264
qwen2-5-14b-instruct-abliterated,gguf,9,903
qwen2-5-14b-instruct-abliterated,safetensors,2,13
qwen2-5-14b-instruct-abliterated-sft,gguf,3,450
qwen2-5-14b-instruct-abliterated-v2,gguf,16,1100
qwen2-5-14b-instruct-abliterated-v2,none,1,0
qwen2-5-14b-instruct-abliterated-v2,safetensors,4,63
qwen2-5-14b-instruct-abliterated-v2-xs,gguf,1,59
qwen2-5-14b-instruct-uncensored,gguf,5,645
qwen2-5-14b-instruct-uncensored,safetensors,2,112
qwen2-5-14b-roleplay-zh,gguf,2,33
qwen2-5-14b-uncensored-instruct,gguf,4,5175
qwen2-5-32b,bin,2,211
qwen2-5-32b,pt,2,21
qwen2-5-32b,safetensors,2,25
qwen2-5-32b-instruct,bin,2,4
qwen2-5-32b-instruct,gguf,1,202
qwen2-5-32b-instruct,pt,2,0
qwen2-5-32b-instruct,safetensors,9,2917
qwen2-5-32b-instruct-abliterated,gguf,4,790
qwen2-5-32b-instruct-abliterated,pt,1,9
qwen2-5-32b-instruct-abliterated,safetensors,1,1026
qwen2-5-32b-instruct-abliterated-pass2,gguf,2,235
qwen2-5-32b-instruct-abliterated-pass2-xs,gguf,1,19
qwen2-5-32b-instruct-abliterated-sft,gguf,12,997
qwen2-5-32b-instruct-abliterated-v2,gguf,3,1463
qwen2-5-32b-instruct-abliterated-v2,none,1,0
qwen2-5-32b-instruct-abliterated-xs,gguf,1,74
qwen2-5-32b-roleplay-zh,gguf,3,394
qwen2-5-3b-base-abliterated,gguf,2,159
qwen2-5-3b-extended-refusal-4-21-abliterated,gguf,2,153
qwen2-5-3b-instruct,bin,2,8
qwen2-5-3b-instruct,gguf,2,212
qwen2-5-3b-instruct,pt,3,32
qwen2-5-3b-instruct,safetensors,7,1245
qwen2-5-3b-instruct-abliterated,gguf,10,1021
qwen2-5-3b-instruct-abliterated,safetensors,2,1034
qwen2-5-3b-instruct-abliterated-16bit-grpo,gguf,1,67
qwen2-5-3b-instruct-abliterated-evol-cot-slerp,gguf,1,13
qwen2-5-3b-instruct-abliterated-rp-slerp,gguf,1,38
qwen2-5-3b-instruct-abliterated-sft,gguf,9,449
qwen2-5-3b-instruct-math-training-sdft-response-qwen2-5-3b-no-filtering-xs,gguf,1,37
qwen2-5-3b-instruct-uncensored-test,gguf,4,1236
qwen2-5-3b-instruct-uncensored-test-xs,gguf,1,58
qwen2-5-3b-unsloth-bnb,bin,1,0
qwen2-5-5b-uncensored,gguf,8,790
qwen2-5-5b-uncensored-xs,gguf,1,145
qwen2-5-72b,gguf,1,79
qwen2-5-72b,safetensors,4,64
qwen2-5-72b-instruct,gguf,1,32
qwen2-5-72b-instruct,pt,2,133
qwen2-5-72b-instruct,safetensors,4,2261
qwen2-5-72b-instruct-abliterated,bin,3,460
qwen2-5-72b-instruct-abliterated,gguf,5,626
qwen2-5-72b-instruct-abliterated,safetensors,3,36
qwen2-5-72b-instruct-abliterated-2x-ties-v1,gguf,2,355
qwen2-5-72b-instruct-abliterated-h-novel,gguf,2,238
qwen2-5-72b-instruct-abliterated-v2,gguf,4,803
qwen2-5-7b,gguf,2,201
qwen2-5-7b,pt,3,87
qwen2-5-7b,safetensors,12,2382
qwen2-5-7b-bnb,pt,1,0
qwen2-5-7b-cabs-v0-4-uncensored-delmat,gguf,2,299
qwen2-5-7b-instruct,bin,3,14
qwen2-5-7b-instruct,gguf,4,1800
qwen2-5-7b-instruct,pt,4,1016
qwen2-5-7b-instruct,safetensors,7,11697
qwen2-5-7b-instruct-1m,safetensors,1,1145
qwen2-5-7b-instruct-1m-abliterated,gguf,11,1022
qwen2-5-7b-instruct-1m-abliterated,safetensors,3,52
qwen2-5-7b-instruct-abliterated,gguf,4,996
qwen2-5-7b-instruct-abliterated-sft,gguf,10,688
qwen2-5-7b-instruct-abliterated-sft960,gguf,1,75
qwen2-5-7b-instruct-abliterated-sft960-simpo200,gguf,1,26
qwen2-5-7b-instruct-abliterated-v2,gguf,11,1441
qwen2-5-7b-instruct-abliterated-v2-xs,gguf,1,36
qwen2-5-7b-instruct-abliterated-v3,gguf,13,958
qwen2-5-7b-instruct-abliterated-v3,safetensors,1,7
qwen2-5-7b-instruct-abliterated-v3-nl,gguf,1,49
qwen2-5-7b-instruct-abliterated-xs,gguf,2,79
qwen2-5-7b-instruct-character-roleplay-dataset-20000,gguf,1,96
qwen2-5-7b-instruct-jailbroken,gguf,1,101
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-hall-3000-images-filter-none-sample-500-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-100-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-1500-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-3000-n-epochs-3,none,1,0
qwen2-5-7b-instruct-spatial-qa-jan-15-train-table-3000-images-filter-none-sample-500-n-epochs-3,none,2,0
qwen2-5-7b-instruct-uncensored,gguf,15,2910
qwen2-5-7b-instruct-uncensored,safetensors,2,1309
qwen2-5-7b-instruct-uncensored-f16,gguf,1,33
qwen2-5-7b-instruct-uncensored-flux,gguf,2,3246
qwen2-5-7b-instruct-uncensored-k,gguf,2,36
qwen2-5-7b-instruct-uncensored-k-l,gguf,1,4
qwen2-5-7b-instruct-uncensored-k-m,gguf,2,16
